ISSN,SJR_Q,SJR_H,VHB,FNEGE,CoNRS,HCERE,CORE,sourc,DAEN,AJG,JCR,SNIP,SJR,CiteS,ABDC,VHB4,NF
10636382,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Proceedings of the International Conference on Data Engineering
22204342,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Proceedings of the International Conference on Engineering Desig
15219097,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proceedings of the International Conference on Parallel and Distributed Systems - ICPADS
19909772,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Proceedings of the International Conference on Spoken Language Processing
0074414X,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Proceedings of the International Congress of Phonetic Sciences
24098906,Q4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proceedings of the International Geometry Center
20729812,Q4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proceedings of the International Geometry Center
0771100X,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Proceedings of the International Groups for the Psychology of Mathematics Educatio
15505502,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Proceedings of the International Multimedia Modelling Conference
10986189,NA,49,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Proceedings of the International Offshore and Polar Engineering Conference
15300897,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Proceedings of the International Symposium on High-Performance Computer Architecture
15505243,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Proceedings of the International Symposium on High-Performance Computing in an Advanced Collaborative Environment
15334678,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Proceedings of the International Symposium on Low Power Electronics and Desig
0195623X,NA,27,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Proceedings of the International Symposium on Multiple-Valued Logic
10746005,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proceedings of the International Workshop on Rapid System Prototyping
21561028,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Proceedings of the Internatiuonal Conference on Coastal Engineering
15987264,Q3,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proceedings of the Jangjeon Mathematical Society
03862194,Q3,21,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Proceedings of the Japan Academy Series A: Mathematical Sciences
03862208,Q1,59,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Proceedings of the Japan Academy Series B: Physical and Biological Sciences
13492896,Q1,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proceedings of the Japan Academy Series B: Physical and Biological Sciences
1407009X,Q4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Proceedings of the Latvian Academy of Sciences, Section B: Natural, Exact, and Applied Sciences"
0370047X,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Proceedings of the Linnean Society of New South Wales
00246115,Q1,60,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Proceedings of the London Mathematical Society
1460244X,Q1,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proceedings of the London Mathematical Society
15506029,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Proceedings of the NASA/DoD Conference on Evolvable Hardware
03698203,Q4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proceedings of the National Academy of Sciences India Section A - Physical Sciences
22501762,Q4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proceedings of the National Academy of Sciences India Section A - Physical Sciences
03698211,Q2,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proceedings of the National Academy of Sciences India Section B - Biological Sciences
22501746,Q2,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proceedings of the National Academy of Sciences India Section B - Biological Sciences
15618331,Q4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Proceedings of the National Academy of Sciences of Belarus, Chemical Series"
25242342,Q4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Proceedings of the National Academy of Sciences of Belarus, Chemical Series"
25242350,Q4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Proceedings of the National Academy of Sciences of Belarus, Medical Series"
18146023,Q4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Proceedings of the National Academy of Sciences of Belarus, Medical Series"
15612430,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proceedings of the National Academy of Sciences of Belarus. Physics and Mathematics Series
25242415,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proceedings of the National Academy of Sciences of Belarus. Physics and Mathematics Series
00278424,Q1,805,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Proceedings of the National Academy of Sciences of the United States of America
10916490,Q1,805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,Proceedings of the National Academy of Sciences of the United States of America
00296651,Q2,133,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Proceedings of the Nutrition Society
14752719,Q2,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proceedings of the Nutrition Society
25184245,Q4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proceedings of the Pakistan Academy of Sciences: Part A
25184253,Q4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proceedings of the Pakistan Academy of Sciences: Part A
2518427X,Q4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proceedings of the Pakistan Academy of Sciences: Part B
25184261,Q4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proceedings of the Pakistan Academy of Sciences: Part B
21505896,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Proceedings of the Participatory Design Conference
0079497X,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Proceedings of the Prehistoric Society
09070079,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Proceedings of the Risø International Symposium on Materials Science
14549069,Q3,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proceedings of the Romanian Academy Series A - Mathematics Physics Technical Sciences Information Science
20090048,Q1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Proceedings of the Royal Irish Academy, Section C: Archaeology, Celtic Studies, History, Linguistics and Literature"
00358991,Q1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Proceedings of the Royal Irish Academy, Section C: Archaeology, Celtic Studies, History, Linguistics and Literature"
13645021,Q1,137,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Proceedings of the Royal Society A: Mathematical, Physical and Engineering Sciences"
14712946,Q1,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Proceedings of the Royal Society A: Mathematical, Physical and Engineering Sciences"
09628452,Q1,265,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Proceedings of the Royal Society B: Biological Sciences
03082105,Q1,58,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Proceedings of the Royal Society of Edinburgh Section A: Mathematics
14737124,Q1,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proceedings of the Royal Society of Edinburgh Section A: Mathematics
0080469X,Q4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proceedings of the Royal Society of Queensland
00359211,Q4,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proceedings of the Royal Society of Victoria
03088421,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Proceedings of the Seminar for Arabian Studies
27088642,Q4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proceedings of the Shevchenko Scientific Society. Medical Sciences
27088634,Q4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proceedings of the Shevchenko Scientific Society. Medical Sciences
00811564,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Proceedings of the Society of Antiquaries of Scotland
00815438,Q3,21,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Proceedings of the Steklov Institute of Mathematics
15318605,Q3,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proceedings of the Steklov Institute of Mathematics
10636889,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Proceedings of the Symposium on Computer Arithmetic
09682112,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Proceedings of the Virgil Society
21508097,Q1,135,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Proceedings of the VLDB Endowment
10421068,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Proceedings of the West Coast Conference on Formal Linguistics
13476890,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Proceedings of the Wireless Personal Multimedia Communications Symposia
15244547,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Proceedings of the Workshop on Enabling Technologies: Infrastructure for Collaborative Enterprises, WET ICE"
00440604,Q3,23,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Proceedings of the Yorkshire Geological Society
20414811,Q3,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proceedings of the Yorkshire Geological Society
22213996,Q2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proceedings of the Zoological Institute of the Russian Academy of Sciences
02060477,Q2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proceedings of the Zoological Institute of the Russian Academy of Sciences
09746919,Q3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proceedings of the Zoological Society
03735893,Q3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proceedings of the Zoological Society
22278834,Q4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Proceedings on Applied Botany, Genetics and Breeding"
26190982,Q4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Proceedings on Applied Botany, Genetics and Breeding"
21552487,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Proceedings: Internaional Communication Systems and Networks and Workshops
15294188,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Proceedings: International Workshop on Database and Expert Systems Applications
11355948,Q2,15,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Procesamiento de Lenguaje Natural
19897553,Q2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Procesamiento de Lenguaje Natural
13595113,Q2,166,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Process Biochemistry
00329592,Q2,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Process Biochemistry
25094246,Q2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Process Integration and Optimization for Sustainability
09575820,Q1,87,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Process Safety and Environmental Protectio
17443598,Q1,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Process Safety and Environmental Protectio
10668527,Q3,41,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Process Safety Progress
15475913,Q3,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Process Safety Progress
03606503,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Process Studies
22106480,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Processability Approaches to Language Acquisition Research & Teaching
22279717,Q2,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Processes
18206131,Q3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Processing and Application of Ceramics
24061034,Q3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Processing and Application of Ceramics
23230703,Q4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Produccion y Limpia
19090455,Q4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Produccion y Limpia
01036513,Q3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Productio
19805411,Q3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Productio
08978336,NA,NA,NA,4,3,B,NA,NA,NA,NA,NA,NA,NA,NA,B,NA,Production and Inventory Management Journal
21693277,Q1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Production and Manufacturing Research
19375956,Q1,120,NA,1,NA,NA,NA,NA,NA,4,14,14,4,17,A*,NA,Production and Operations Management
10591478,Q1,120,A,1,NA,A,NA,NA,2,NA,NA,NA,NA,NA,A*,NA,Production and Operations Management
09446524,Q2,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Production Engineering
18637353,Q2,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Production Engineering
23537779,Q2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Production Engineering Archives
23535156,Q2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Production Engineering Archives
09537287,Q1,85,C,2,2,A,NA,NA,2,NA,NA,NA,NA,NA,A,NA,Production Planning & Control
13665871,Q1,85,NA,2,NA,NA,NA,NA,NA,3,15,22,17,15,A,NA,Production Planning and Control
09900632,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Productions Animales
18688519,Q4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Productivity Management
13866710,Q1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Profesional de la Informacio
16992407,Q1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Profesional de la Informacio
1138414X,Q2,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Profesorado
19896395,Q2,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Profesorado
19328095,Q3,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Professional Case Management
19328087,Q3,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Professional Case Management
19415257,Q1,39,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Professional Development in Educatio
19415265,Q1,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Professional Development in Educatio
00330124,Q1,81,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Professional Geographer
14679272,Q1,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Professional Geographer
16120485,Q4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Professional Papermaking
19391323,Q2,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Professional Psychology: Research and Practice
07357028,Q2,92,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Professional Psychology: Research and Practice
00330205,Q4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Professioni infermieristiche
18931049,Q3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Professions and Professionalism
2309513X,Q4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Profilakticheskaya Meditsina
23054948,Q4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Profilakticheskaya Meditsina
16570790,Q1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Profile: Issues in Teachers' Professional Development
22565760,Q1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Profile: Issues in Teachers' Professional Development
18715125,Q3,21,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Profiles of Drug Substances, Excipients and Related Methodology"
00330337,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Program
03617688,Q3,20,NA,NA,NA,NA,C,CORE2020,1,NA,NA,NA,NA,NA,NA,NA,Programming and Computer Software
16083261,Q3,20,NA,NA,NA,NA,C,CORE2020,NA,NA,NA,NA,NA,NA,NA,NA,Programming and Computer Software
11667087,Q3,34,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Progres en Urologie
1761676X,Q4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Progres en Urologie - FMC
15781453,Q4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Progresos en Obstetricia y Ginecologia
03045013,Q4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Progresos en Obstetricia y Ginecologia
23639520,Q1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Progress in Additive Manufacturing
23639512,Q1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Progress in Additive Manufacturing
03760421,Q1,120,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Progress in Aerospace Sciences
1786335X,Q4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Progress in Agricultural Engineering Sciences
21926360,Q2,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Progress in Artificial Intelligence
21926352,Q2,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Progress in Artificial Intelligence
10003282,Q4,20,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Progress in Biochemistry and Biophysics
16057422,NA,57,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Progress in Biomedical Optics and Imaging
00796107,Q1,113,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Progress in Biophysics & Molecular Biology
18731732,Q1,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Progress in Biophysics and Molecular Biology
03404773,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Progress in Botany
00796123,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Progress in Brain Research
0033062015328643,Q1,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Progress in Cardiovascular Diseases
00330620,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Progress in Cardiovascular Diseases
18731740,Q1,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Progress in Cardiovascular Diseases
20082134,Q3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Progress in Color, Colorants and Coatings"
23831790,Q3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Progress in Color, Colorants and Coatings"
1557055X,Q2,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Progress in Community Health Partnerships: Research, Education, and Actio"
15570541,Q2,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Progress in Community Health Partnerships: Research, Education, and Actio"
14684349,Q4,31,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Progress in Computational Fluid Dynamics
17415233,Q4,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Progress in Computational Fluid Dynamics
09608974,Q1,50,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Progress in Crystal Growth and Characterization of Materials
14649934,Q2,42,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,C,NA,Progress in Development Studies
1477027X,Q2,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,Progress in Development Studies
25900617,Q1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Progress in Disaster Science
21974284,Q1,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Progress in Earth and Planetary Science
10704698,Q1,91,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Progress in Electromagnetics Research
19376472,Q3,48,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Progress in Electromagnetics Research B
19378718,Q3,37,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Progress in Electromagnetics Research C
19376480,Q3,34,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Progress in Electromagnetics Research Letters
19378726,Q3,33,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Progress in Electromagnetics Research M
03601285,Q1,196,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Progress in Energy and Combustion Science
00796263,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Progress in Experimental Tumor Research
23569336,Q2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Progress in Fractional Differentiation and Applications
23569344,Q2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Progress in Fractional Differentiation and Applications
10076301,Q3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Progress in Geography
00796336,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Progress in Histochemistry and Cytochemistry
14770288,Q1,156,NA,NA,NA,NA,NA,NA,NA,3,3,4,5,2,NA,NA,Progress in Human Geography
03091325,Q1,156,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Progress in Human Geography
14768917,Q3,22,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Progress in Industrial Ecology
14788764,Q3,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Progress in Industrial Ecology
00796379,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Progress in Inorganic Chemistry
01637827,Q1,154,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Progress in Lipid Research
18732194,Q1,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Progress in Lipid Research
00796425,Q1,191,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,Progress in Materials Science
18732208,Q1,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Progress in Materials Science
15449998,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Progress in Mathematical Physics
07431643,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Progress in Mathematics
00796484,Q1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Progress in molecular and subcellular biology
18771173,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Progress in Molecular Biology and Translational Science
10020071,Q1,70,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Progress in Natural Science
02785846,Q1,134,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Progress in Neuro-Psychopharmacology & Biological Psychiatry
18784216,Q1,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Progress in Neuro-Psychopharmacology and Biological Psychiatry
03010082,Q1,239,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Progress in Neurobiology
18735118,Q1,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Progress in Neurobiology
00796492,Q2,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Progress in neurological surgery
13677543,Q4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Progress in Neurology and Psychiatry
1931227X,Q4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Progress in Neurology and Psychiatry
01491970,Q2,67,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Progress in Nuclear Energy
00796565,Q1,109,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Progress in Nuclear Magnetic Resonance Spectroscopy
18733301,Q1,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Progress in Nuclear Magnetic Resonance Spectroscopy
11298723,Q4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Progress in Nutritio
00796611,Q1,138,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Progress in Oceanography
00796638,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Progress in Optics
03009440,Q1,115,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Progress in Organic Coatings
